name,capacity_mw,primary_fuel,commissioning_year,State,Plant Name,Generation (kWh),Fuel Consumption for Electric Generation (MMBtu),Metric Tonnes of CO2 Emissions,emissions_per_KWh
newman pa,1.8,Gas,1964,PA,Newman (PA),10936000,47231,29661.32013,0.002712264
newton,617.4,Coal,1977,IL,Newton,3201174000,34028187,3176395.365,0.00099226
nichols,474.7,Gas,1964.649673,TX,Nichols,1164272000,13231117,702181.7493,0.000603108
nikiski cogeneration,80.8,Gas,1999.366337,,,,,,
niland gas turbine plant,121,Gas,2008,CA,Niland Gas Turbine Plant,85406000,804100,42673.97413,0.00049966
niles,5.4,Oil,1991,,,,,,
niles power plant,27,Oil,1972,OH,Niles Power Plant,-154000,7891,577.3107973,-0.003748771
nine mile gas processing plant,8.4,Gas,2001,,,,,,
nine mile point,2439.7,Gas,1983.447514,LA,Nine Mile Point,9832527000,86636961,4598055.485,0.000467637
nine springs,16.2,Gas,1965,WI,Nine Springs,23000,429,22.76723654,0.00098988
nippon dynawave packaging longview wa,62.4,Waste,1963.820513,WA,Nippon Dynawave Packaging Longview WA,70183853,357054,290134.3721,0.004133919
noatak,1.3,Oil,2009.384615,AK,Noatak,1813000,17250,1223.036095,0.000674592
noble hill landfill,3.2,Waste,2006,,,,,,
noblesville,283,Gas,1984.448763,IN,Noblesville,1422801000,11699257,620885.2016,0.000436382
nodaway,315.6,Gas,1999,MO,Nodaway,8824000,109406,5806.229093,0.000658004
noorvik,1.5,Oil,2006.933333,AK,Noorvik,1948000,19268,1409.659668,0.000723645
norden 13,6,Oil,2004,CT,Norden 1-3,24000,252,18.43648725,0.000768187
north,8,Oil,2006.95,IA,North,69000,720,52.67567787,0.000763416
north 1st,47,Gas,2001,NY,North 1st,29372000,342181,18159.71041,0.000618266
north branch mn,11,Oil,2008.4,MN,North Branch (MN),311000,3658,267.6217078,0.00086052
north chicago energy center,12.4,Gas,2004.16129,IL,North Chicago Energy Center,36091000,203167,28209.72055,0.000781628
north city cogeneration facility,1.6,Waste,2013,,,,,,
north denver,39,Gas,1963.076923,NE,North Denver,-155000,7753,411.4554427,-0.002654551
north island energy facility,40.3,Gas,1989,,,,,,
north loop,107.8,Gas,1979.961039,AZ,North Loop,12476000,189924,10079.35812,0.0008079
north main street,19,Oil,1972,CT,North Main Street,251000,3934,287.814051,0.00114667
north midway cogen,10.5,Gas,1986,,,,,,
north ninth street,18,Gas,1968.266667,IL,North Ninth Street,1588000,17526,979.6757375,0.000616924
north omaha,644.7,Coal,1961.973941,NE,North Omaha,1873296000,20654144,1970653.45,0.001051971
north pole,181,Oil,1986.944751,AK,North Pole,431296000,4096032,363390.7174,0.000842555
north road peak,14,Oil,1987,SC,North Road Peak,-1052000,1697,124.1536463,-0.000118017
north valmy,567,Coal,1983.533333,NV,North Valmy,1698721000,19840643,1883397.026,0.001108715
northampton generating company lp,134.1,Coal,1995,PA,Northampton Generating Company LP,154161682,1845235,170344.8144,0.001104975
northeast in,22.2,Gas,1963.518018,,,,,,
northeast mi,129.8,Gas,1968.657935,MI,Northeast (MI),1090000,20238,1074.040404,0.000985358
northeast mo,486,Oil,1975.127572,MO,Northeast (MO),2540000,204288,14945.84567,0.005884191
northeast wa,61.8,Gas,1979,WA,Northeast (WA),3459000,42719,2267.117897,0.000655426
northeastern,1477.5,Gas,1979.689679,OK,Northeastern,4639038000,43801208,3373314.75,0.000727158
northeastern illinois university cogen,3.2,Gas,1995,IL,Northeastern Illinois University Cogen,24500,85,4.510990923,0.000184122
norther tier landfill,1.6,Waste,2009,,,,,,
northern neck,82.8,Oil,1971,VA,Northern Neck,535000,9644,705.5614408,0.001318806
northern westchester hospital,5.6,Oil,1996.178571,NY,Northern Westchester Hospital,0,186,13.58779327,inf
northport,1564,Gas,1971.206522,NY,Northport,2029121000,22312142,1206207.455,0.000594448
northside generating station,1407.1,Coal,1973.264089,FL,Northside Generating Station,3878239000,39653871,2990791.205,0.000771172
northway,1.1,Oil,2001.272727,AK,Northway,1027000,11505,841.7134359,0.000819585
northwest community hospital,4.4,Gas,1996,IL,Northwest Community Hospital,448000,5095,317.3614791,0.000708396
northwest regional,3.2,Waste,2012,,,,,,
norton powerhouse,5.6,Gas,1947.303571,MA,Norton Powerhouse,37127000,325181,60635.73165,0.001633198
norwich wwtp,2,Oil,2006,CT,Norwich WWTP,8000,121,8.852440308,0.001106555
notch cliff,144,Gas,1969,MD,Notch Cliff,43575000,571310,30319.69676,0.000695805
nottoway diesel generating facility,4,Oil,2002,VA,Nottoway Diesel Generating Facility,516000,5009,366.4617645,0.000710197
nove power plant,3,Waste,1986.333333,,,,,,
novo biopower plant,27.2,Waste,2008,AZ,Novo BioPower Plant,149576,2573,136.5503488,0.000912916
nucla,113.8,Coal,1981.29877,CO,Nucla,105047000,1183514,110450.5423,0.001051439
nueces bay,730.2,Gas,1991.733772,TX,Nueces Bay,1624574000,12166312,645672.0353,0.000397441
nymans plant microgrid,10,Oil,1998.5,AK,Nymans Plant Microgrid,0,1173,85.81745852,inf
o h hutchings,32.6,Gas,1968,OH,O H Hutchings,-630000,24564,1304.949258,-0.002071348
o w sommers,892,Gas,1973,TX,O W Sommers,1108627000,12680366,672953.1286,0.000607015
obp cogen,4.6,Gas,2010,NY,OBP Cogen,29422000,167453,20108.9892,0.000683468
ols energy chino,30.8,Gas,1988,CA,OLS Energy Chino,2360000,25738,1826.208337,0.000773817
oak bluffs diesel generating facility,8.1,Oil,1970,MA,Oak Bluffs Diesel Generating Facility,786000,7823,572.3358721,0.000728163
oak grove tx,1795.4,Coal,2010.489362,TX,Oak Grove (TX),12407412000,126870488,11827955.13,0.000953298
oak grove power producers,3.6,Waste,2012.222222,,,,,,
oak point cogen,23.5,Gas,1999,LA,Oak Point Cogen,97862000,392949,99125.68209,0.001012913
oak ridge lfgte,3.2,Waste,2004,,,,,,
oakdale renewable energy plant,2.8,Gas,2010,IA,Oakdale Renewable Energy Plant,1872780,20200,1072.023725,0.000572424
oakwood hospital  medical center,5,Oil,2003.3,,,,,,
oberlin ks,6.9,Gas,1964.608696,KS,Oberlin (KS),3920,40,2.926426548,0.000746537
oberlin oh,18.5,Gas,1979.421622,OH,Oberlin (OH),-36000,7951,464.6952156,-0.0129082
ocean county landfill,14.4,Waste,2003,,,,,,
ocean state power,254.2,Gas,1991,RI,Ocean State Power,639424000,5571411,296417.8275,0.00046357
ocean state power ii,254.2,Gas,1991,RI,Ocean State Power II,608879000,5424623,288335.1845,0.000473551
ocotillo,333.4,Gas,1963.981704,AZ,Ocotillo,618669000,6335291,336216.9435,0.000543452
ocracoke,4,Oil,1997.5,,,,,,
odessaector power plant,1152.8,Gas,2001,TX,Odessa-Ector Power Plant,7366950000,52144632,2767340.725,0.000375643
ogden,3.9,Oil,1965.615385,IA,Ogden,31000,528,38.62883044,0.001246091
ogdensburg power,26.9,Gas,1993,,,,,,
okeelanta cogeneration,128.9,Waste,2000.189294,FL,Okeelanta Cogeneration,7619342,81453,38558.78286,0.005060645
oklahoma cogeneration project,122.4,Gas,1989,,,,,,
oklaunion,720,Coal,1987,TX,Oklaunion,2601923000,27861597,2706603.389,0.001040232
old faithful,2,Oil,1980,WY,Old Faithful,148000,1726,126.2753056,0.000853212
oleander power project lp,994.4,Gas,2003.199517,FL,Oleander Power Project LP,189364000,2077909,110279.6893,0.000582369
olinda landfill gas recovery plant,5.4,Waste,1986,,,,,,
olive,109.7,Gas,1961.721057,,,,,,
olive view medical center,5.6,Gas,1987,CA,Olive View Medical Center,14279160,79007,15885.64028,0.001112505
oliver,13.5,Oil,1970,MI,Oliver,-410000,633,46.31070012,-0.000112953
olmsted waste energy,11.3,Waste,2001.504425,MN,Olmsted Waste Energy,32199310,176968,49263.49612,0.001529955
omega hills gas recovery,12.8,Waste,1996.054688,,,,,,
onalaska campus landfill biogas,1.1,Waste,2012,,,,,,
onancock diesel generation facility,4,Oil,2002,VA,Onancock Diesel Generation Facility,249000,2408,176.1708782,0.000707514
one market plaza,1.5,Gas,2004,CA,One Market Plaza,1656000,9008,1192.706,0.000720233
oneida herkimer,3.2,Waste,2012.5,,,,,,
oneta energy center,1214,Gas,2002.5,OK,Oneta Energy Center,5358288000,38804778,2059388.251,0.000384337
onondaga county resource recovery,39.5,Waste,1994,NY,Onondaga County Resource Recovery,222825000,3952183,164966.7348,0.000740342
onslow power producers,2,Waste,2013,,,,,,
ontario lfgte,11.2,Waste,2008.214286,,,,,,
ontelaunee energy center,728,Gas,2002,PA,Ontelaunee Energy Center,3930943000,27447752,1456665.413,0.000370564
opryland usa,4.5,Gas,1995,TN,Opryland USA,32653000,149523,25811.78392,0.000790487
optim energy altura cogen llc,643.6,Gas,1987.125233,TX,Optim Energy Altura Cogen LLC,3209121000,17091769,1981765.401,0.000617542
orange cogeneration facility,136.6,Gas,1995,FL,Orange Cogeneration Facility,393003260,2879996,171430.2859,0.000436206
orange grove peaking facility,118,Gas,2010,CA,Orange Grove Peaking Facility,19385000,213039,11306.0823,0.000583239
orca,10.7,Oil,1995.700935,AK,Orca,6137000,66607,4873.012327,0.000794038
orchard hills renewable energy station,16.2,Waste,2016,,,,,,
orchard park,24,Gas,2004,PA,Orchard Park,3316000,30031,1612.604219,0.00048631
ord,12,Oil,1976.041667,NE,Ord,105000,1033,73.24450446,0.000697567
oregon clean energy center,1061.5,Gas,2017,OH,Oregon Clean Energy Center,5492860000,37084993,1968118.433,0.000358305
oregon state university energy center,6.5,Gas,2010,OR,Oregon State University Energy Center,43702000,181813,31583.62334,0.000722704
orlando cogen lp,122.4,Gas,1993,FL,Orlando Cogen LP,1014108000,7806362,434163.9302,0.000428124
orme park water treatment plant,1.5,Oil,1997,,,,,,
ormond beach,1612,Gas,1972,CA,Ormond Beach,160849000,1981063,105135.9672,0.000653631
oroville cogeneration lp,7.7,Gas,1990,CA,Oroville Cogeneration LP,138000,704,115.2690857,0.000835283
orrtanna,27,Oil,1971,,,,,,
orrville,84.5,Coal,1965.674556,OH,Orrville,14831000,268757,20986.08036,0.001415015
orrville peaking,5.4,Oil,1999,OH,Orrville Peaking,207000,2056,150.4183246,0.000726659
osage ia,19,Gas,1985.336842,IA,Osage (IA),-8000,2126,132.1545989,-0.016519325
osage city,12.7,Gas,1980.645669,KS,Osage City,-25000,1401,81.22258684,-0.003248903
osawatomie,90,Gas,2003,KS,Osawatomie,26103000,348333,18486.20001,0.000708202
osawatomie city of,6.6,Oil,1959.954545,KS,Osawatomie City of,11000,108,7.90135168,0.000718305
osawatomie power plant south sub,6,Oil,2017,KS,Osawatomie Power Plant South Sub,31000,270,19.7533792,0.000637206
osborne,7.1,Oil,1970.507042,KS,Osborne,6860,95,6.206926308,0.0009048
osceola ar,4.8,Oil,1996.666667,,,,,,
osceola fl,600,Gas,2002,,,,,,
osprey energy center power plant,644.2,Gas,2004,FL,Osprey Energy Center Power Plant,2214152000,16132339,856150.9976,0.000386672
osprey point res,13.2,Gas,2013,,,,,,
oswego county energy recovery,3.6,Waste,1986,NY,Oswego County Energy Recovery,8852220,53689,26925.10541,0.003041622
oswego harbor power,1803.6,Oil,1977.5,NY,Oswego Harbor Power,16813000,420021,32156.66383,0.001912607
otay landfill gas  llc,10.5,Waste,2002.828571,,,,,,
otay mesa generating project,688.5,Gas,2009,CA,Otay Mesa Generating Project,751803000,5490541,291385.6543,0.000387582
otsego mill power plant,21.2,Gas,1995,MI,Otsego Mill Power Plant,139762700,657571,93340.89348,0.000667853
ottawa,30.7,Gas,1971.332248,KS,Ottawa,893000,24044,1344.534177,0.001505637
ottawa county project,2.8,Waste,2001,,,,,,
ottawa generating station,6.4,Waste,1997,,,,,,
otter creek ethanol poet  ashton,7.5,Gas,2004,IA,Otter Creek Ethanol Poet - Ashton,42059680,210130,27937.04442,0.000664224
ottumwa,725.9,Coal,1981,IA,Ottumwa,3790697000,41343702,4016198.415,0.001059488
ouachita,903.9,Gas,2002,LA,Ouachita,3595463000,26447493,1403581.187,0.000390376
outagamie county cogeneration facility,6.4,Waste,2009.25,,,,,,
overall road station,8,Oil,2003,MO,Overall Road Station,23000,168,12.2909915,0.000534391
owatonna,19,Gas,1982,MN,Owatonna,196000,2923,155.1250173,0.000791454
oxford ks,5.1,Oil,2001.666667,KS,Oxford (KS),0,59,4.316479159,inf
oxford ne,3.4,Gas,1961.588235,NE,Oxford (NE),53000,650,35.68113369,0.000673229
oxnard,68.7,Gas,1987.043668,CA,Oxnard,536189000,3778647,281274.0293,0.00052458
oxnard paper mill,29,Gas,1986,CA,Oxnard Paper Mill,183955000,1013122,108888.5279,0.00059193
oyster creek unit viii,497.9,Gas,1994,TX,Oyster Creek Unit VIII,2586694117,16240584,1364004.618,0.000527316
p h glatfelter,103.6,Coal,1984.539575,PA,P H Glatfelter,151144734,852421,351555.5612,0.002325953
p l bartow,1475.6,Gas,2003.443481,FL,P L Bartow,5839478000,46526825,2470330.332,0.00042304
p plant,9.2,Gas,2011,CA,P Plant,34422000,249738,20302.64338,0.000589816
pca  filer city mill,19.5,Gas,1950,,,,,,
pe berkeley,28.5,Gas,1987,CA,PE Berkeley,181873000,1025770,118203.7772,0.000649925
pinova inc,7.1,Waste,1980,GA,PInova Inc,0,17311,26107.59878,inf
ppg industries works 4,6,Oil,1976.333333,,,,,,
ppg monroeville chemicals center,1.1,Oil,1998.545455,PA,PPG Monroeville Chemicals Center,0,25,1.829016593,inf
ppg plant c caustic,3.4,Gas,1986,LA,PPG Plant C Caustic,12894000,47600,2526.154917,0.000195917
ppg powerhouse a,52.5,Other,1949.666667,,,,,,
ppg powerhouse c,357.7,Gas,1981.089181,LA,PPG Powerhouse C,2096328527,8991450,1639133.245,0.000781907
ppg riverside,162,Other,1958.969136,,,,,,
ppl glendon lfgte plant,3.2,Waste,2011,,,,,,
pps power plant no 1,120,Gas,2010,KY,PPS Power Plant No 1,29546000,338309,17954.22151,0.00060767
prcdesoto intlppg aerospace,1.5,Oil,1999.666667,,,,,,
ps st8 engine no 1,2,Oil,2008,OH,PS ST-8 Engine No 1,4900,108,7.90135168,0.001612521
pseg burlington generating station,242,Gas,2000,NJ,PSEG Burlington Generating Station,13068000,145632,7840.660739,0.000599989
pseg essex generating station,93.6,Gas,1990,NJ,PSEG Essex Generating Station,1158000,21841,1177.22721,0.001016604
pseg kearny generating station,605,Gas,2007.6,NJ,PSEG Kearny Generating Station,89159000,1036118,55329.7705,0.000620574
pseg linden generating station,1740,Gas,2004.122184,NJ,PSEG Linden Generating Station,5310201000,39407152,2093200.366,0.000394185
pseg sewaren generating station,452.2,Gas,1949.32176,NJ,PSEG Sewaren Generating Station,3308721000,22658311,1204424.569,0.000364015
pacific ethanol stockton cogen plant,4.8,Gas,2017,CA,Pacific Ethanol Stockton Cogen Plant,67000,1545,81.99389384,0.001223789
pacificultrapower chinese station,25,Waste,1986,,,,,,
packaging of america tomahawk mill,18.7,Gas,1958.588235,WI,Packaging of America Tomahawk Mill,42716785,216823,135690.8047,0.003176522
pacolet diesel generation facility,5.4,Oil,2007,SC,Pacolet Diesel Generation Facility,-108000,215,15.7295427,-0.000145644
paddys run,226.6,Gas,1993.92233,KY,Paddys Run,59988000,703137,37315.81911,0.000622055
painesville,55.5,Coal,1972.747748,OH,Painesville,2656000,48658,4435.476908,0.001669984
palaau power hybrid,17.1,Oil,1992.918129,HI,Palaau Power Hybrid,32425000,330703,24194.45097,0.000746167
palm beach renewable energy facility 1,62.3,Waste,1989,FL,Palm Beach Renewable Energy Facility 1,351379000,6352095,264997.7711,0.000754165
palm beach renewable energy facility 2,96,Waste,2015,FL,Palm Beach Renewable Energy Facility 2,534905000,8949744,373863.2676,0.000698934
palo seco,126,Gas,,,,,,,
palo seco,602,Oil,1960,,,,,,
palomar energy,559,Gas,2005.40966,CA,Palomar Energy,1182812000,8520913,452208.9553,0.000382317
panda liberty generation plant,870,Gas,2016,PA,Panda Liberty Generation Plant,4779655000,31503019,1671880.385,0.000349791
panda patriot generation plant,870,Gas,2016,PA,Panda Patriot Generation Plant,3970551000,26813077,1422982.905,0.000358384
panda sherman power station,803.2,Gas,2014,TX,Panda Sherman Power Station,3204591000,23129226,1227479.159,0.000383038
panda temple power station,1606.4,Gas,2014.5,TX,Panda Temple Power Station,4638514000,33698910,1788417.378,0.000385558
panduit tinley park,1.4,Gas,1994,,,,,,
panoche energy center,432,Gas,2009,CA,Panoche Energy Center,632832000,5921715,314268.266,0.000496606
panoche peaker,49.9,Gas,1973,CA,Panoche Peaker,2307000,36551,1939.779167,0.000840823
panora,4.5,Oil,1990.222222,IA,Panora,7000,96,7.023423716,0.001003346
panther creek energy facility,94,Coal,1992,PA,Panther Creek Energy Facility,105383000,1471761,137092.3264,0.001300896
par sterile products,2.8,Gas,1986,MI,Par Sterile Products,0,215776,17301.18923,inf
paradise,2310.2,Gas,1993.599688,KY,Paradise,9500743000,72148858,4976121.816,0.000523761
paragould reciprocating,19.2,Gas,2001,AR,Paragould Reciprocating,473000,4733,251.1825887,0.000531041
paragould turbine,13.9,Gas,1990.021583,AR,Paragould Turbine,84000,1173,62.25167474,0.000741091
paramount refinery,6.7,Gas,2003,,,,,,
paris ky,11.5,Oil,1963.313043,KY,Paris (KY),16000,204,14.9247754,0.000932798
paris wi,381.6,Gas,1995,WI,Paris (WI),87897000,1239389,66837.42013,0.000760406
paris energy center,265.6,Gas,1989.338855,TX,Paris Energy Center,460814000,4167188,221154.6734,0.000479922
park 500 philip morris usa,13,Gas,1983,VA,Park 500 Philip Morris USA,23537915,278772,39665.62082,0.00168518
parlin power plant,135,Gas,1991,NJ,Parlin Power Plant,8059000,81434,4321.741586,0.000536263
parnassus central utility plant,13.4,Gas,1996,CA,Parnassus Central Utility Plant,70776000,425275,51999.57027,0.000734706
parr gt,83.8,Gas,1970.53222,SC,Parr GT,2386000,42368,2445.193132,0.001024809
pasadena cogeneration,815,Gas,1999.361963,TX,Pasadena Cogeneration,4255293000,30254651,1716514.305,0.000403383
pasco cnty solid waste resource recovery,31.2,Waste,1991,FL,Pasco Cnty Solid Waste Resource Recovery,185523000,3477644,145063.6016,0.000781917
pastoria energy facility  llc,779,Gas,2005,,,,,,
paulding,20,Oil,1972,,,,,,
paulsboro refinery,78.5,Gas,1992.719745,NJ,Paulsboro Refinery,300974607,1400062,186669.8255,0.000620218
pawhuska,9,Oil,1959.022222,OK,Pawhuska,157000,1427,104.4002671,0.00066497
pawnee,552.3,Coal,1981,CO,Pawnee,2510140000,27931250,2709556.941,0.001079445
pawtucket power associates,68.8,Gas,1991,RI,Pawtucket Power Associates,4568000,44402,2371.704056,0.0005192
paxton creek cogeneration,12.6,Gas,1986,PA,Paxton Creek Cogeneration,388000,3518,220.6936921,0.000568798
payson,9.7,Gas,1991.247423,UT,Payson,6000,293,16.13226635,0.002688711
pea ridge,14.1,Gas,1998,FL,Pea Ridge,70419860,1371285,72774.75515,0.001033441
peak power 1 cogen,6.3,Gas,2010,NY,Peak Power 1 Cogen,11770000,65030,7120.201143,0.000604945
pearl station,24,Oil,1973,IL,Pearl Station,238000,4320,316.0540672,0.001327958
pearsall,201.6,Gas,2010,TX,Pearsall,395355000,3636038,192966.2872,0.000488084
pebbly beach,12.7,Oil,1987.047244,,,,,,
pecan row landfill to electric facility,6.4,Waste,2004.75,,,,,,
pedricktown cogeneration company lp,134.5,Gas,1992,,,,,,
pelican,1.7,Oil,1998.117647,AK,Pelican,338000,5841,427.3314367,0.001264294
pella peaking,28,Oil,2003,IA,Pella Peaking,272000,2987,218.5309025,0.000803422
pender,4.9,Gas,1967.22449,NE,Pender,236000,390,25.39859041,0.000107621
pendleton county lfgte,3.2,Waste,2007,,,,,,
pennsauken landfill,1.8,Waste,2005,,,,,,
pennsbury,6,Waste,1996,,,,,,
peno creek,240,Gas,2002,MO,Peno Creek,64525000,726850,38574.27944,0.000597819
penobscot energy recovery,25.3,Waste,1987,ME,Penobscot Energy Recovery,85303000,1719214,73122.53531,0.000857209
pensacola florida plant,102,Gas,1987.215686,FL,Pensacola Florida Plant,672529681,3425672,646938.8247,0.000961948
peoples generating station,3.2,Waste,1995,,,,,,
pepperidge farm bloomfield,2.6,Gas,2012.307692,CT,Pepperidge Farm Bloomfield,17575000,99183,8242.00498,0.000468962
perdido,3.2,Waste,2010,,,,,,
perdue diesel generation facility,4,Oil,2002,VA,Perdue Diesel Generation Facility,252000,2419,176.9756455,0.000702284
perham incinerator,4.5,Waste,2003,,,,,,
permian basin,447,Gas,1988.8,TX,Permian Basin,701466000,9809428,521091.8145,0.000742861
perryman,492.3,Gas,1993.285801,MD,Perryman,203102000,2094100,114217.9145,0.000562367
perryville power station,824.1,Gas,2001.774057,LA,Perryville Power Station,2795549000,20951277,1111894.357,0.000397737
